code_insee,commune,dep,PMUN,dans_MEL,cambriolages_taux,degradations_taux,violences_hors_famille_taux,vols_dans_vehicules_taux,vols_de_vehicule_taux,vols_sans_violence_taux,cambriolages_taux_2024,degradations_taux_2024,violences_hors_famille_taux_2024,vols_dans_vehicules_taux_2024,vols_de_vehicule_taux_2024,vols_sans_violence_taux_2024,securite_pct_estime
62810,Thélus,62,1271,False,3.88,4.75,1.16,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62817,Tilloy-lès-Mofflaines,62,1519,False,3.88,8.33,1.67,6.24,1.12,4.45,4.05,10.52,1.75,9.28,1.35,2.24,0.67
62836,Vaudricourt,62,1104,False,3.88,5.52,1.67,0.82,1.12,2.23,4.05,4.15,1.75,0.0,1.35,2.24,0.83
62842,Vendin-le-Vieil,62,8381,False,5.38,7.72,4.6,4.01,2.46,6.08,6.52,10.54,4.57,5.74,3.87,6.21,0.0
62841,Vendin-lès-Béthune,62,2393,False,3.88,3.54,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62846,Vermelles,62,4748,False,4.04,9.37,2.11,1.3,2.33,2.54,3.88,4.65,3.17,1.44,2.54,3.17,0.17
62847,Verquigneul,62,2016,False,3.88,4.17,1.67,1.3,1.12,2.23,4.05,4.04,1.75,1.44,1.35,2.24,0.83
62848,Verquin,62,3459,False,4.69,6.67,1.67,1.3,1.12,2.65,7.03,3.48,1.45,1.44,1.35,3.48,0.33
62861,Vimy,62,4307,False,5.32,6.16,2.07,1.3,1.12,2.18,4.49,6.09,2.11,1.44,1.35,1.64,0.33
62863,Violaines,62,3831,False,3.91,5.29,1.67,1.3,1.12,3.56,5.27,4.95,1.75,1.44,1.35,3.91,0.5
62865,Vitry-en-Artois,62,4787,False,5.45,5.43,1.99,1.44,1.12,3.71,4.05,4.95,2.06,1.03,1.35,3.3,0.33
62869,Wailly,62,1081,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62875,Wardrecques,62,1346,False,3.88,4.2,1.09,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62895,Wingles,62,8742,False,4.5,9.17,4.78,2.03,2.83,3.36,3.82,10.55,4.13,1.72,4.13,3.67,0.0
62905,Zudausques,62,1040,False,3.88,4.2,0.51,1.3,0.0,2.23,4.05,4.15,0.0,1.44,0.0,2.24,0.67
62284,Écourt-Saint-Quentin,62,1691,False,3.88,4.7,1.67,1.3,1.12,2.23,4.05,4.69,1.75,1.44,1.35,2.24,0.83
62291,Éleu-dit-Leauwette,62,2829,False,3.88,7.72,2.63,1.3,1.51,5.11,4.05,8.91,4.63,1.44,2.5,4.63,0.33
62321,Évin-Malmaison,62,4674,False,5.6,7.76,1.67,2.45,2.6,2.87,8.14,6.27,1.75,1.94,3.67,2.16,0.17
