code_insee,commune,dep,PMUN,dans_MEL,acces_gare_proche_min_min,acces_gare_proche_moy_min,gare_utile,gare_utile_uic,gare_utile_commune,gare_utile_sur_place,acces_gare_utile_min,desserte_directe_faible,trains_directs_jour,trains_pointe_matin,trains_arr_lille_matin,trains_pointe_soir,tps_trajet_median_min,tps_trajet_min_min,premier_train,dernier_train,amplitude_h,gares_lille_desservies,lignes,retour_trains_directs_jour,retour_pointe_soir,retour_dernier_depart_lille,autocars_directs_jour,attente_ter_min,egress_lille_min,porte_a_porte_median_min,trajet_ter_realiste_min,tc_trajets_jour,tc_arr_lille_matin,tc_trajet_median_min,tc_trajet_min_min,tc_trajet_realiste_min,tc_premier_arr_lille,tc_dernier_dep,tc_part_direct,tc_metro_sur_place,meilleur_temps_vers_lille_min,meilleur_mode_vers_lille,ter_billet_normal_eur,ter_abo_hebdo_eur,ter_abo_mensuel_eur,ter_abo_mensuel_estime,ter_abo_mensuel_reste_a_charge_eur,velo_min,velo_ter_min,voiture_min,voiture_bouchons_min,voiture_km,voiture_cout_carburant_eur,voiture_cout_mensuel_est_eur,ilevia_abo_mensuel_eur,ilevia_abo_reste_a_charge_eur,gare_sur_territoire,cout_mensuel_meilleur_mode_eur,temps_sans_voiture_min,mode_sans_voiture,cout_sans_voiture_eur,surcout_temps_sans_voiture_min,ratio_alternatif_vs_voiture,option_sans_voiture,cout_transit_min_eur,ratio_sansvoiture_vs_voiture
59292,Haveluy,59,3250,False,3.5,4.8,Le Poirier Université,87343210,Trith-Saint-Léger,False,18.2,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,60.2,78.2,,,,,,,,,,78.2,TER,,,,False,,,,58.0,16.0,46.7,392.0,492.0,,,False,,,,,,1.35,0,,
59293,Haverskerque,59,1401,False,3.9,7.0,Hazebrouck,87286302,Hazebrouck,False,17.1,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,52.1,62.8,,,,,,,,,,62.8,TER,10.4,28.1,101.0,False,50.0,,,73.0,17.0,55.6,467.0,567.0,,,False,50.0,,,,,0.86,0,50.0,
59295,Hazebrouck,59,21498,False,1.0,3.2,Hazebrouck,87286302,Hazebrouck,True,1.0,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,36.0,46.7,,,,,,,,,,46.7,TER ~ velo+TER,10.4,28.1,101.0,False,50.0,,48.0,62.0,19.0,46.8,393.0,493.0,,,True,50.0,46.7,TER ~ velo+TER,50.0,0.0,0.75,1,50.0,0.75
59299,Hem,59,18713,True,6.2,9.3,Ascq,87286864,Villeneuve-d'Ascq,False,13.6,False,17.0,5.0,5.0,5.0,10.0,8.0,06:40,21:42,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,23.6,41.6,900.0,128.0,36.6,19.4,49.6,06:15,23:34,0.0,False,41.6,TER ~ velo,2.4,,25.0,False,13.0,45.0,50.0,27.0,4.0,11.4,96.0,196.0,56.5,28.25,False,13.0,45.0,velo ~ TC urbain,0.0,3.0,1.54,1,13.0,1.67
59301,Hergnies,59,4463,False,14.2,17.3,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,19.6,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,53.6,64.6,,,,,,,,,,64.6,TER,8.5,22.6,81.0,False,41.0,,,56.0,6.0,52.3,439.0,539.0,,,False,41.0,,,,,1.15,0,41.0,
59303,Herlies,59,2323,True,5.4,7.4,Marquillies,87342469,Marquillies,False,9.4,False,11.0,4.0,3.0,3.0,33.0,33.0,06:11,20:11,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,42.4,60.4,90.0,16.0,58.2,40.8,71.2,07:30,19:55,0.0,False,60.4,TER,5.8,16.6,60.0,False,30.0,,71.0,52.0,19.0,24.5,206.0,306.0,56.5,28.25,False,30.0,71.0,velo+TER ~ TC urbain,30.0,11.0,1.16,1,28.25,1.37
59305,Herzeele,59,1634,False,9.2,12.1,Esquelbecq,87281113,Esquelbecq,False,15.0,False,11.0,4.0,4.0,3.0,55.0,54.0,05:25,20:25,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,70.0,88.0,,,,,,,,,,88.0,TER,14.6,38.8,140.0,False,70.0,,,64.0,18.0,58.2,489.0,589.0,,,False,70.0,,,,,1.38,0,70.0,
59309,Hondschoote,59,4026,False,12.6,15.5,Bergues,87281105,Bergues,False,15.4,False,11.0,4.0,4.0,3.0,61.0,61.0,05:19,20:19,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,76.4,94.4,,,,,,,,,,94.4,TER,16.0,42.9,154.0,False,77.0,,,71.0,16.0,66.1,555.0,655.0,,,False,77.0,,,,,1.33,0,77.0,
59314,Hornaing,59,3535,False,6.0,7.9,Somain,87345314,Somain,False,17.0,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,54.0,72.0,,,,,,,,,,72.0,TER,10.8,29.1,105.0,False,52.0,,78.0,61.0,15.0,48.6,408.0,508.0,,,False,52.0,78.0,velo+TER,52.0,6.0,1.18,1,52.0,1.28
59316,Houplin-Ancoisne,59,3275,True,3.2,6.2,Santes,87286401,Santes,False,8.2,False,21.0,7.0,6.0,6.0,20.0,20.0,06:24,20:51,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,28.2,44.9,,,,,,,,,,44.9,TER ~ velo,3.7,10.7,38.0,False,19.0,47.0,54.0,42.0,12.0,14.8,124.0,224.0,56.5,28.25,False,19.0,47.0,velo,0.0,2.0,1.07,1,19.0,1.12
59317,Houplines,59,7897,True,3.4,5.9,Armentières,87286146,Armentières,False,10.6,False,45.0,16.0,15.0,11.0,15.0,14.0,05:13,21:33,16.3,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,25.6,36.3,129.0,18.0,51.7,43.9,64.7,06:31,19:56,0.0,False,36.3,TER,5.3,15.5,56.0,False,28.0,58.0,44.0,46.0,12.0,17.4,146.0,246.0,56.5,28.25,False,28.0,44.0,velo+TER,28.0,8.0,0.79,1,28.0,0.96
59297,Hélesmes,59,1921,False,3.1,6.3,Somain,87345314,Somain,False,20.9,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,57.9,75.9,,,,,,,,,,75.9,TER,10.8,29.1,105.0,False,52.0,,,58.0,15.0,46.9,394.0,494.0,,,False,52.0,,,,,1.31,0,52.0,
59302,Hérin,59,4129,False,6.6,9.0,Valenciennes,87343004,Valenciennes,False,15.1,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,59.1,70.5,,,,,,,,,,70.5,TER,10.8,29.1,105.0,False,52.0,,80.0,58.0,16.0,49.3,414.0,514.0,,,False,52.0,80.0,velo+TER,52.0,10.0,1.22,1,52.0,1.38
59320,Illies,59,1664,True,2.1,5.6,Salomé,87342451,Salomé,False,9.6,False,11.0,4.0,3.0,3.0,37.0,37.0,06:07,20:07,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,46.6,64.6,99.0,25.0,69.2,44.7,82.2,07:43,18:38,0.0,False,64.6,TER ~ velo+TER,6.5,,64.0,True,32.0,,68.0,54.0,22.0,25.4,213.0,313.0,56.5,28.25,False,32.0,68.0,velo+TER,32.0,3.0,1.2,1,28.25,1.26
59051,La Bassée,59,6622,True,1.0,2.2,La Bassée,87342436,Bassée,True,1.0,False,30.0,11.0,9.0,9.0,27.0,25.0,06:04,20:57,14.9,Flandres,"C50, K50",31.0,10.0,21:06,0.0,6.8,6,28.0,40.8,154.0,33.0,75.0,50.2,88.0,07:06,19:43,0.0,False,40.8,TER,7.0,19.1,69.0,False,34.0,,47.0,57.0,23.0,28.1,236.0,336.0,56.5,28.25,True,34.0,40.8,TER,34.0,0.0,0.72,1,28.25,0.72
59143,La Chapelle-d'Armentières,59,8719,True,1.0,4.0,Armentières,87286146,Armentières,False,8.1,False,45.0,16.0,15.0,11.0,15.0,14.0,05:13,21:33,16.3,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,23.1,33.8,355.0,80.0,39.7,31.7,52.7,06:20,21:43,0.0,False,33.8,TER ~ velo+TER,5.3,15.5,56.0,False,28.0,,37.0,45.0,18.0,20.0,168.0,268.0,56.5,28.25,False,28.0,37.0,velo+TER,28.0,3.0,0.75,1,28.0,0.82
59268,La Gorgue,59,5599,False,10.4,12.8,Nieppe,87287151,Nieppe,False,14.0,False,21.0,7.0,6.0,6.0,25.0,18.0,05:09,20:12,15.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,39.0,55.7,,,,,,,,,,55.7,TER,6.3,17.6,63.0,False,32.0,,,60.0,21.0,35.1,295.0,395.0,,,False,32.0,,,,,0.93,0,32.0,
59368,La Madeleine,59,22488,True,1.0,2.5,La Madeleine,87286187,Madeleine,True,1.0,False,20.0,7.0,6.0,7.0,7.0,6.0,06:30,20:30,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,8.0,24.7,2126.0,341.0,9.0,1.7,22.0,05:12,24:26,0.7,False,12.0,velo,2.2,,24.0,True,12.0,12.0,28.0,20.0,3.0,3.3,28.0,128.0,56.5,28.25,True,0.0,12.0,velo,0.0,0.0,0.6,1,12.0,0.6
59564,La Sentinelle,59,3143,False,3.3,5.4,Le Poirier Université,87343210,Trith-Saint-Léger,False,9.0,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,51.0,69.0,,,,,,,,,,69.0,TER,,,,False,,,75.0,56.0,15.0,49.7,417.0,517.0,,,False,,75.0,velo+TER,,6.0,1.23,1,,1.34
59327,Lallaing,59,6250,False,4.0,9.0,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,8.6,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,39.6,57.6,,,,,,,,,,57.6,TER,9.7,26.1,94.0,False,47.0,,65.0,58.0,17.0,36.7,308.0,408.0,,,False,47.0,65.0,velo+TER,47.0,7.0,0.99,1,47.0,1.12
59328,Lambersart,59,27121,True,1.4,5.5,Saint-André,87286195,Saint-André-lez-Lille,False,8.5,False,20.0,7.0,6.0,6.0,10.0,9.0,06:27,20:27,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,18.5,35.2,1877.0,305.0,18.7,7.0,31.7,05:20,24:42,0.62,True,20.0,velo,2.6,,26.0,True,13.0,20.0,35.0,29.0,7.0,7.1,60.0,160.0,56.5,28.25,False,0.0,20.0,velo,0.0,0.0,0.69,1,13.0,0.69
59329,Lambres-lez-Douai,59,4926,False,1.1,5.8,Douai,87345009,Douai,False,9.8,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,32.8,44.2,,,,,,,,,,44.2,TER,8.3,22.1,79.0,False,40.0,,51.0,60.0,22.0,41.1,345.0,445.0,,,False,40.0,51.0,velo+TER,40.0,7.0,0.74,1,40.0,0.85
59330,Landas,59,2447,False,1.0,3.6,Landas,87286575,Landas,True,1.0,False,27.0,7.0,7.0,7.0,27.0,25.0,05:54,21:54,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,28.0,44.7,,,,,,,,,,44.7,TER ~ velo+TER,6.5,18.1,65.0,False,32.0,,47.0,50.0,15.0,30.9,260.0,360.0,,,True,32.0,44.7,TER ~ velo+TER,32.0,0.0,0.89,1,32.0,0.89
59332,Lannoy,59,1800,True,9.4,10.0,Roubaix,87286732,Roubaix,False,16.1,False,15.0,5.0,5.0,5.0,10.0,9.0,06:41,21:41,15.0,Flandres,"K80, P80",14.0,4.0,22:09,0.0,12.0,6,26.1,44.1,104.0,21.0,41.7,27.4,54.7,06:15,23:07,0.0,False,44.1,TER,3.0,,32.0,False,16.0,52.0,52.0,32.0,7.0,15.4,129.0,229.0,56.5,28.25,False,16.0,52.0,velo ~ velo+TER,0.0,8.0,1.38,1,16.0,1.62
59334,Lauwin-Planque,59,1582,False,5.9,7.6,Pont de la Deûle,87345207,Flers-en-Escrebieux,False,8.5,False,21.0,7.0,6.0,6.0,37.0,35.0,05:56,20:56,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,45.5,62.2,,,,,,,,,,62.2,TER,7.7,20.6,74.0,False,37.0,,74.0,57.0,22.0,36.3,305.0,405.0,,,False,37.0,74.0,velo+TER,37.0,12.0,1.09,1,37.0,1.3
59180,Le Doulieu,59,1454,False,4.6,11.3,Bailleul,87286179,Bailleul,False,12.8,False,45.0,16.0,15.0,12.0,24.0,22.0,05:01,21:25,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,36.8,47.5,,,,,,,,,,47.5,TER,8.0,21.1,76.0,False,38.0,,,60.0,19.0,39.1,328.0,428.0,,,False,38.0,,,,,0.79,0,38.0,
59335,Lecelles,59,3004,False,3.5,6.9,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,7.8,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,41.8,52.8,,,,,,,,,,52.8,TER,8.5,22.6,81.0,False,41.0,,64.0,54.0,16.0,40.1,337.0,437.0,,,False,41.0,64.0,velo+TER,41.0,11.0,0.98,1,41.0,1.19
59339,Leers,59,9588,True,7.3,11.0,Roubaix,87286732,Roubaix,False,16.2,False,15.0,5.0,5.0,5.0,10.0,9.0,06:41,21:41,15.0,Flandres,"K80, P80",14.0,4.0,22:09,0.0,12.0,6,26.2,44.2,526.0,78.0,41.7,31.4,54.7,06:15,21:35,0.0,False,44.2,TER,3.0,,32.0,False,16.0,,,34.0,8.0,17.8,150.0,250.0,56.5,28.25,False,16.0,54.7,TC urbain,28.25,10.0,1.3,1,16.0,1.61
59340,Leffrinckoucke,59,4124,False,7.8,10.0,Dunkerque,87281006,Dunkerque,False,14.9,False,19.0,6.0,5.0,5.0,68.0,31.0,05:12,20:12,15.0,Europe+Flandres,"K70, K90+",20.0,7.0,20:40,0.0,12.0,6,82.9,100.9,,,,,,,,,,100.9,TER,17.4,46.7,168.0,False,84.0,,,79.0,15.0,89.1,748.0,848.0,,,False,84.0,,,,,1.28,0,84.0,
59343,Lesquin,59,9241,True,1.0,2.6,Lesquin,87286849,Lesquin,True,1.0,False,27.0,7.0,7.0,7.0,8.0,7.0,06:13,22:13,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,9.0,25.7,599.0,98.0,31.8,23.0,44.8,05:25,24:12,0.07,False,25.7,TER ~ velo+TER,2.4,7.1,25.0,False,13.0,31.0,28.0,26.0,4.0,10.3,87.0,187.0,56.5,28.25,True,13.0,25.7,TER ~ velo+TER,13.0,0.0,0.99,1,13.0,0.99
59345,Lewarde,59,2403,False,4.9,6.2,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,8.4,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,39.4,57.4,,,,,,,,,,57.4,TER,9.7,26.1,94.0,False,47.0,,65.0,67.0,22.0,48.8,410.0,510.0,,,False,47.0,65.0,velo+TER,47.0,8.0,0.86,1,47.0,0.97
59346,Lezennes,59,3019,True,1.7,3.8,Hellemmes,87286062,Lille,False,8.3,False,5.0,2.0,2.0,2.0,8.0,6.0,07:13,17:14,10.0,Flandres,P81,3.0,1.0,17:32,0.0,12.0,6,16.3,34.3,520.0,76.0,21.6,15.0,34.6,05:59,24:14,0.21,False,23.0,velo,,,,False,,23.0,33.0,22.0,2.0,7.6,64.0,164.0,56.5,28.25,False,0.0,23.0,velo,0.0,0.0,1.05,1,28.25,1.05
59348,Lieu-Saint-Amand,59,1461,False,1.0,2.8,Somain,87345314,Somain,False,24.4,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,61.4,79.4,,,,,,,,,,79.4,TER,10.8,29.1,105.0,False,52.0,,,70.0,17.0,65.3,549.0,649.0,,,False,52.0,,,,,1.13,0,52.0,
59350,Lille,59,236710,True,1.0,4.3,Saint-André,87286195,Saint-André-lez-Lille,False,8.1,False,20.0,7.0,6.0,6.0,10.0,9.0,06:27,20:27,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,18.1,34.8,19077.0,3511.0,7.7,1.3,20.7,05:06,24:54,0.6,True,11.0,velo,2.6,,26.0,True,13.0,11.0,40.0,26.0,5.0,5.9,50.0,150.0,56.5,28.25,True,0.0,11.0,velo,0.0,0.0,0.42,1,13.0,0.42
59352,Linselles,59,8192,True,10.0,13.0,Tourcoing,87286542,Tourcoing,False,20.8,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,34.8,52.8,172.0,42.0,37.0,29.0,50.0,06:54,21:54,1.0,False,50.0,TC urbain ~ TER,3.7,10.7,38.0,False,19.0,56.0,,38.0,10.0,16.4,138.0,238.0,56.5,28.25,False,28.25,50.0,TC urbain,28.25,0.0,1.32,1,19.0,1.32
59356,Lompret,59,2182,True,2.7,5.3,Pérenchies,87286278,Pérenchies,False,6.3,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,21.3,38.0,252.0,44.0,35.2,24.9,48.2,05:50,20:32,0.0,False,32.0,velo,3.7,10.7,38.0,False,19.0,32.0,39.0,38.0,10.0,11.4,96.0,196.0,56.5,28.25,False,0.0,32.0,velo,0.0,0.0,0.84,1,19.0,0.84
59360,Loos,59,23013,True,1.0,2.5,Loos lez Lille,87286112,Loos,True,1.0,False,21.0,6.0,6.0,7.0,13.0,13.0,06:31,20:58,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,12.0,6,14.0,32.0,1055.0,150.0,13.8,10.0,26.8,05:18,24:14,0.0,False,25.0,velo ~ TC urbain,2.6,,28.0,False,14.0,25.0,35.0,30.0,7.0,8.6,72.0,172.0,56.5,28.25,True,0.0,25.0,velo ~ TC urbain,0.0,0.0,0.83,1,14.0,0.83
59361,Lourches,59,3814,False,1.0,2.9,Somain,87345314,Somain,False,17.2,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,54.2,72.2,,,,,,,,,,72.2,TER,10.8,29.1,105.0,False,52.0,,,66.0,16.0,50.8,427.0,527.0,,,False,52.0,,,,,1.09,0,52.0,
59367,Lys-lez-Lannoy,59,13793,True,8.1,9.8,Roubaix,87286732,Roubaix,False,15.2,False,15.0,5.0,5.0,5.0,10.0,9.0,06:41,21:41,15.0,Flandres,"K80, P80",14.0,4.0,22:09,0.0,12.0,6,25.2,43.2,635.0,110.0,39.0,32.0,52.0,06:03,23:40,0.0,False,43.2,TER,3.0,,32.0,False,16.0,56.0,51.0,32.0,7.0,15.2,128.0,228.0,56.5,28.25,False,16.0,51.0,velo+TER ~ TC urbain,16.0,8.0,1.35,1,16.0,1.59
59369,Maing,59,4004,False,1.8,5.5,Le Poirier Université,87343210,Trith-Saint-Léger,False,8.9,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,50.9,68.9,,,,,,,,,,68.9,TER,,,,False,,,76.0,66.0,17.0,57.9,486.0,586.0,,,False,,76.0,velo+TER,,7.0,1.04,1,,1.15
59375,Marchiennes,59,4539,False,6.1,9.3,Landas,87286575,Landas,False,16.8,False,27.0,7.0,7.0,7.0,27.0,25.0,05:54,21:54,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,43.8,60.5,,,,,,,,,,60.5,TER,6.5,18.1,65.0,False,32.0,,,54.0,16.0,34.1,286.0,386.0,,,False,32.0,,,,,1.12,0,32.0,
59378,Marcq-en-Barœul,59,39356,True,1.0,4.1,La Madeleine,87286187,Madeleine,False,11.1,False,20.0,7.0,6.0,7.0,7.0,6.0,06:30,20:30,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,18.1,34.8,3733.0,611.0,17.0,5.8,30.0,05:12,24:22,0.58,False,26.0,velo ~ TC urbain,2.2,,24.0,True,12.0,26.0,37.0,24.0,3.0,6.5,55.0,155.0,56.5,28.25,False,0.0,26.0,velo ~ TC urbain,0.0,0.0,1.08,1,12.0,1.08
59382,Maretz,59,1417,False,1.0,3.9,Busigny,87296244,Busigny,False,3.6,False,11.0,3.0,3.0,3.0,91.0,90.0,05:07,20:07,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,94.6,112.6,,,,,,,,,,112.6,TER,17.8,,176.0,True,88.0,,120.0,92.0,15.0,107.2,900.0,1000.0,,,False,88.0,120.0,velo+TER,88.0,7.0,1.22,1,88.0,1.3
59383,Marly,59,12024,False,2.9,6.4,Valenciennes,87343004,Valenciennes,False,12.3,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,56.3,67.7,,,,,,,,,,67.7,TER ~ velo+TER,10.8,29.1,105.0,False,52.0,,71.0,61.0,15.0,57.3,481.0,581.0,,,False,52.0,71.0,velo+TER,52.0,3.0,1.11,1,52.0,1.16
59387,Marquette-en-Ostrevant,59,1931,False,6.8,8.8,Somain,87345314,Somain,False,18.6,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,55.6,73.6,,,,,,,,,,73.6,TER,10.8,29.1,105.0,False,52.0,,,69.0,17.0,50.6,425.0,525.0,,,False,52.0,,,,,1.07,0,52.0,
59386,Marquette-lez-Lille,59,11213,True,1.6,3.8,La Madeleine,87286187,Madeleine,False,10.9,False,20.0,7.0,6.0,7.0,7.0,6.0,06:30,20:30,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,17.9,34.6,848.0,136.0,20.0,13.0,33.0,05:23,24:19,0.96,False,23.0,velo,2.2,,24.0,True,12.0,23.0,33.0,32.0,7.0,6.8,57.0,157.0,56.5,28.25,False,0.0,23.0,velo,0.0,0.0,0.72,1,12.0,0.72
59388,Marquillies,59,1982,True,1.0,2.1,Marquillies,87342469,Marquillies,True,1.0,False,11.0,4.0,3.0,3.0,33.0,33.0,06:11,20:11,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,34.0,52.0,49.0,15.0,81.2,51.7,94.2,07:06,19:48,0.0,False,52.0,TER ~ velo+TER,5.8,16.6,60.0,False,30.0,,53.0,52.0,21.0,23.4,197.0,297.0,56.5,28.25,True,30.0,52.0,TER ~ velo+TER,30.0,0.0,1.0,1,28.25,1.0
59390,Masny,59,4056,False,2.5,6.2,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,10.2,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,41.2,59.2,,,,,,,,,,59.2,TER ~ velo+TER,9.7,26.1,94.0,False,47.0,,61.0,68.0,15.0,47.4,398.0,498.0,,,False,47.0,61.0,velo+TER,47.0,2.0,0.87,1,47.0,0.9
59392,Maubeuge,59,29066,False,1.0,3.1,Maubeuge,87295006,Maubeuge,True,1.0,False,13.0,3.0,4.0,3.0,71.0,70.0,05:12,21:14,16.0,Flandres,K60,12.0,4.0,20:35,0.0,12.0,6,72.0,90.0,,,,,,,,,,90.0,TER,18.7,50.5,182.0,False,91.0,,96.0,78.0,14.0,87.2,732.0,832.0,,,True,91.0,90.0,TER,91.0,0.0,1.15,1,91.0,1.15
59399,Merris,59,1049,False,1.0,4.4,Strazeele,87286203,Strazeele,False,5.1,False,20.0,7.0,6.0,7.0,40.0,39.0,05:57,19:57,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,45.1,61.8,,,,,,,,,,61.8,TER,9.4,,90.0,False,45.0,,67.0,58.0,20.0,40.0,336.0,436.0,,,False,45.0,67.0,velo+TER,45.0,5.0,1.07,1,45.0,1.16
59400,Merville,59,9652,False,6.9,12.5,Strazeele,87286203,Strazeele,False,12.8,False,20.0,7.0,6.0,7.0,40.0,39.0,05:57,19:57,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,52.8,69.5,,,,,,,,,,69.5,TER,9.4,,90.0,False,45.0,,,67.0,18.0,48.9,411.0,511.0,,,False,45.0,,,,,1.04,0,45.0,
59408,Moncheaux,59,1703,False,4.0,6.6,Leforest,87345223,Leforest,False,9.7,False,21.0,7.0,6.0,7.0,33.0,31.0,06:00,21:00,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,42.7,59.4,,,,,,,,,,59.4,TER,6.8,18.6,67.0,False,33.0,,69.0,50.0,13.0,26.4,222.0,322.0,,,False,33.0,69.0,velo+TER,33.0,10.0,1.19,1,33.0,1.38
59409,Monchecourt,59,2501,False,8.5,10.7,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,13.4,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,44.4,62.4,,,,,,,,,,62.4,TER,9.7,26.1,94.0,False,47.0,,,70.0,14.0,49.8,418.0,518.0,,,False,47.0,,,,,0.89,0,47.0,
59410,Mons-en-Barœul,59,21467,True,1.8,4.2,Hellemmes,87286062,Lille,False,11.2,False,5.0,2.0,2.0,2.0,8.0,6.0,07:13,17:14,10.0,Flandres,P81,3.0,1.0,17:32,0.0,12.0,6,19.2,37.2,3536.0,661.0,8.2,2.8,21.2,05:15,24:26,0.39,True,15.0,velo,,,,False,,15.0,38.0,18.0,2.0,3.3,28.0,128.0,56.5,28.25,False,0.0,15.0,velo,0.0,0.0,0.83,1,28.25,0.83
59411,Mons-en-Pévèle,59,2089,False,8.5,11.4,Ostricourt,87345249,Ostricourt,False,14.5,False,21.0,7.0,6.0,6.0,29.0,27.0,06:04,21:04,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,43.5,60.2,,,,,,,,,,60.2,TER,6.0,17.1,61.0,False,31.0,,,45.0,12.0,22.9,192.0,292.0,,,False,31.0,,,,,1.34,0,31.0,
59414,Montigny-en-Ostrevent,59,4681,False,1.0,3.0,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,True,1.0,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,32.0,50.0,,,,,,,,,,50.0,TER ~ velo+TER,9.7,26.1,94.0,False,47.0,,55.0,63.0,17.0,39.8,334.0,434.0,,,True,47.0,50.0,TER ~ velo+TER,47.0,0.0,0.79,1,47.0,0.79
